"ID";"NederlandseEconomie";"Perioden";"CO2_1";"N2O_2";"CH4_3";"BroeikasgasEquivalent_4";"NOx_5";"SO2_6";"NH3_7";"ZuurEquivalent_8";"CFK12Equivalent_9";"CO_10";"NMVOS_11";"PM10_12"
"799";"332900 ";"2009JJ00";"27";"0";"0";"196";"0.1";"0.1";"0";"0";"0";"0.4";"0.1";"0"
"800";"332900 ";"2010JJ00";"31";"0";"0";"237";"0.1";"0.1";"0";"0";"0";"0.5";"0.1";"0"
"801";"332900 ";"2011JJ00";"74";"0";"0";"216";"0.1";"0.1";"0";"0";"0";"0.4";"0.1";"0"
"802";"332900 ";"2012JJ00";"30";"0";"0";"187";"0.1";"0";"0";"0";"0";"0.2";"0.1";"0"
"803";"332900 ";"2013JJ00";"25";"0";"0";"141";"0.1";"0.1";"0";"0";"0";"0.2";"0.1";"0"
"804";"332900 ";"2014JJ00";"22";"0";"0";"112";"0.1";"0.1";"0";"0";"0";"0.2";"0.1";"0"
"805";"332900 ";"2015JJ00";"33";"0";"0";"119";"0.1";"0.1";"0";"0";"0";"0.2";"0.1";"0"
"806";"332900 ";"2016JJ00";"32";"0";"0";"126";"0.1";"0.1";"0";"0";"0";"0.2";"0.1";"0"
"807";"332900 ";"2017JJ00";"45";"0";"0";"89";"0.1";"0.1";"0";"0";"0";"0.2";"0.1";"0"
"808";"332900 ";"2018JJ00";"46";"0";"0";"91";"0.1";"0.1";"0";"0";"0";"0.2";"0.1";"0"
"809";"332900 ";"2019JJ00";"51";"0";"0";"96";"0.1";"0.1";"0";"0";"0";"0.2";"0.1";"0"
"810";"334800 ";"1990JJ00";"372";"0";"0";"373";"0.3";"0.2";"0";"0";"9.1";"0.4";"0.7";"0"
"811";"334800 ";"1991JJ00";"341";"0";"0";"342";"0.2";"0.2";"0";"0";"7.3";"0.5";"0.6";"0"
"812";"334800 ";"1992JJ00";"324";"0";"0";"325";"0.3";"0.1";"0";"0";"5.4";"0.5";"0.6";"0"
"813";"334800 ";"1993JJ00";"382";"0";"0";"383";"0.3";"0.1";"0";"0";"3.6";"0.6";"0.5";"0"
"814";"334800 ";"1994JJ00";"342";"0";"0";"343";"0.2";"0";"0";"0";"1.8";"0.6";"0.5";"0"
"815";"334800 ";"1995JJ00";"392";"0";"0";"393";"0.3";"0.1";"0";"0";"0";"0.6";"0.5";"0"
"816";"334800 ";"1996JJ00";"361";"0";"0";"362";"0.3";"0.5";"0";"0";"0";"0.8";"0.4";"0"
"817";"334800 ";"1997JJ00";"343";"0";"0";"344";"0.4";"1.2";"0";"0";"0";"0.6";"0.4";"0"
"818";"334800 ";"1998JJ00";"347";"0";"0";"349";"0.3";"1.6";"0";"0.1";"0";"0.9";"0.3";"0"
"819";"334800 ";"1999JJ00";"334";"0";"0";"335";"0.2";"1.3";"0";"0";"0";"1";"0.1";"0"
"820";"334800 ";"2000JJ00";"347";"0";"0";"348";"0.2";"0";"0";"0";"0";"1.5";"0.5";"0"
"821";"334800 ";"2001JJ00";"322";"0";"0";"323";"0.3";"0.1";"0";"0";"0";"2.2";"0.4";"0"
"822";"334800 ";"2002JJ00";"300";"0";"0";"301";"0.2";"0";"0";"0";"0";"1.4";"0.3";"0"
"823";"334800 ";"2003JJ00";"286";"0";"0";"287";"0.2";"0";"0";"0";"0";"1.4";"0.2";"0"
"824";"334800 ";"2004JJ00";"312";"0";"0";"313";"0.3";"0.2";"0";"0";"0";"2.1";"0.2";"0"
"825";"334800 ";"2005JJ00";"311";"0";"0";"312";"0.3";"0.2";"0";"0";"0";"2.2";"0.2";"0"
"826";"334800 ";"2006JJ00";"288";"0";"0";"289";"0.2";"0.1";"0";"0";"0";"1.9";"0.2";"0"
"827";"334800 ";"2007JJ00";"260";"0";"0";"261";"0.3";"0.1";"0";"0";"0";"1.2";"0.1";"0"
"828";"334800 ";"2008JJ00";"248";"0";"0";"249";"0.3";"0.2";"0";"0";"0";"1.4";"0.1";"0"
"829";"334800 ";"2009JJ00";"313";"0";"0";"315";"0.3";"0.1";"0";"0";"0";"1.6";"0.1";"0"
"830";"334800 ";"2010JJ00";"312";"0";"0";"313";"0.2";"0.1";"0";"0";"0";"1.1";"0.1";"0.1"
"831";"334800 ";"2011JJ00";"179";"0";"0";"180";"0.5";"0.3";"0";"0";"0";"1.5";"0.1";"0"
"832";"334800 ";"2012JJ00";"215";"0";"0";"217";"0.4";"0.2";"0";"0";"0";"0.4";"0.1";"0"
"833";"334800 ";"2013JJ00";"202";"0";"0";"204";"0.4";"0.3";"0";"0";"0";"0.4";"0.1";"0"
"834";"334800 ";"2014JJ00";"174";"0";"0";"175";"0.3";"0.4";"0";"0";"0";"0.5";"0.1";"0"
"835";"334800 ";"2015JJ00";"179";"0";"0";"180";"0.3";"0.3";"0";"0";"0";"0.4";"0.1";"0"
"836";"334800 ";"2016JJ00";"177";"0";"0";"179";"0.3";"0.4";"0";"0";"0";"0.4";"0.1";"0"
"837";"334800 ";"2017JJ00";"178";"0";"0";"180";"0.3";"0.3";"0";"0";"0";"0.4";"0.1";"0"
"838";"334800 ";"2018JJ00";"96";"0";"0";"97";"0.2";"0.1";"0";"0";"0";"0.4";"0.1";"0"
"839";"334800 ";"2019JJ00";"184";"0";"0";"186";"0.2";"0.1";"0";"0";"0";"0.4";"0.1";"0"
"840";"336500 ";"1990JJ00";"270";"0";"0";"271";"1.1";"0.4";"0";"0";"11.9";"1.3";"1.3";"0.1"
"841";"336500 ";"1991JJ00";"276";"0";"0";"277";"0.8";"0.4";"0";"0";"9.5";"1.4";"1.2";"0.1"
"842";"336500 ";"1992JJ00";"270";"0";"0";"271";"0.9";"0.4";"0";"0";"7.1";"1.5";"1.2";"0.1"
"843";"336500 ";"1993JJ00";"277";"0";"0";"278";"1.1";"0.3";"0";"0";"4.7";"1.6";"1";"0.1"
"844";"336500 ";"1994JJ00";"272";"0";"0";"273";"0.9";"0.2";"0";"0";"2.4";"1.6";"0.9";"0.1"
"845";"336500 ";"1995JJ00";"281";"0";"0";"282";"1";"0.2";"0";"0";"0";"1.7";"1";"0.1"
"846";"336500 ";"1996JJ00";"341";"0";"0";"342";"1";"0.4";"0";"0";"0";"2.5";"1.1";"0.1"
"847";"336500 ";"1997JJ00";"348";"0";"0";"350";"0.8";"0.2";"0";"0";"0";"3.1";"0.5";"0"
"848";"336500 ";"1998JJ00";"331";"0";"0";"332";"0.8";"0.3";"0";"0";"0";"1.9";"0.9";"0.1"
"849";"336500 ";"1999JJ00";"322";"0";"0";"323";"0.8";"0.1";"0";"0";"0";"1";"0.4";"0.1"
"850";"336500 ";"2000JJ00";"305";"0";"0";"306";"0.7";"0";"0";"0";"0";"1.7";"0.7";"0"
"851";"336500 ";"2001JJ00";"298";"0";"0";"299";"0.8";"0.1";"0";"0";"0";"2.1";"0.6";"0.1"
"852";"336500 ";"2002JJ00";"292";"0";"0";"293";"0.7";"0";"0";"0";"0";"1.2";"0.4";"0"
"853";"336500 ";"2003JJ00";"289";"0";"0";"290";"0.6";"0";"0";"0";"0";"1.2";"0.3";"0"
"854";"336500 ";"2004JJ00";"272";"0";"0";"273";"0.7";"0.2";"0";"0";"0";"2.2";"0.3";"0"
"855";"336500 ";"2005JJ00";"276";"0";"0";"277";"0.7";"0.2";"0";"0";"0";"2.7";"0.3";"0"
"856";"336500 ";"2006JJ00";"275";"0";"0";"276";"0.6";"0.1";"0";"0";"0";"2.4";"0.4";"0.1"
"857";"336500 ";"2007JJ00";"265";"0";"0";"266";"0.6";"0.2";"0";"0";"0";"1.8";"0.3";"0.1"
"858";"336500 ";"2008JJ00";"302";"0";"0.1";"305";"0.7";"0.2";"0";"0";"0";"2.1";"0.4";"0.1"
"859";"336500 ";"2009JJ00";"302";"0";"0.1";"306";"0.7";"0.2";"0";"0";"0";"2.4";"0.4";"0.1"
"860";"336500 ";"2010JJ00";"309";"0";"0.1";"312";"0.6";"0.3";"0";"0";"0";"2.9";"0.4";"0.1"
"861";"336500 ";"2011JJ00";"232";"0";"0";"235";"0.7";"0.2";"0";"0";"0";"2.6";"0.4";"0.1"
"862";"336500 ";"2012JJ00";"275";"0";"0.1";"278";"0.7";"0.2";"0";"0";"0";"1.7";"0.4";"0"
"863";"336500 ";"2013JJ00";"264";"0";"0.1";"267";"0.7";"0.4";"0";"0";"0";"1.9";"0.3";"0.1"
"864";"336500 ";"2014JJ00";"219";"0";"0.1";"222";"0.5";"0.3";"0";"0";"0";"2";"0.4";"0"
"865";"336500 ";"2015JJ00";"253";"0";"0.1";"257";"0.6";"0.4";"0";"0";"0";"1.9";"0.3";"0"
"866";"336500 ";"2016JJ00";"255";"0";"0.1";"259";"0.5";"0.4";"0";"0";"0";"1.9";"0.3";"0"
"867";"336500 ";"2017JJ00";"283";"0";"0.1";"287";"0.5";"0.4";"0";"0";"0";"1.9";"0.2";"0"
"868";"336500 ";"2018JJ00";"286";"0";"0.1";"291";"0.7";"0.6";"0";"0";"0";"1.9";"0.2";"0"
"869";"336500 ";"2019JJ00";"299";"0";"0.1";"304";"0.6";"0.6";"0";"0";"0";"1.9";"0.2";"0"
"870";"339205 ";"1990JJ00";"195";"0";"0";"195";"0.8";"0.1";"0";"0";"0";"1.6";"6.9";"0.5"
"871";"339205 ";"1991JJ00";"190";"0";"0";"191";"1.1";"0";"0";"0";"0";"1.7";"6.5";"0.4"
"872";"339205 ";"1992JJ00";"185";"0";"0";"185";"1.4";"0";"0";"0";"0";"1.7";"6";"0.3"
"873";"339205 ";"1993JJ00";"201";"0";"0";"202";"1.3";"0";"0";"0";"0.1";"1.7";"5.5";"0.2"
"874";"339205 ";"1994JJ00";"190";"0";"0";"190";"0.7";"0";"0";"0";"0.1";"1.7";"5";"0.1"
"875";"339205 ";"1995JJ00";"205";"0";"0";"205";"0.8";"0";"0";"0";"0.1";"1.8";"4.6";"0"
"876";"339205 ";"1996JJ00";"208";"0";"0";"208";"0.8";"0";"0";"0";"0.1";"2.2";"3.2";"0"
"877";"339205 ";"1997JJ00";"202";"0";"0";"203";"0.6";"0";"0";"0";"0";"2";"3.5";"0"
"878";"339205 ";"1998JJ00";"200";"0";"0";"201";"0.6";"0.1";"0";"0";"0";"1.5";"3.4";"0"
"879";"339205 ";"1999JJ00";"197";"0";"0";"197";"0.5";"0";"0";"0";"0";"1.5";"4";"0"
"880";"339205 ";"2000JJ00";"199";"0";"0";"200";"0.5";"0";"0";"0";"0";"1.5";"4.9";"0"
"881";"339205 ";"2001JJ00";"212";"0";"0";"212";"0.5";"0";"0";"0";"6.4";"1.5";"3.4";"0"
"882";"339205 ";"2002JJ00";"210";"0";"0";"211";"0.5";"0";"0";"0";"7";"1.6";"4.2";"0"
"883";"339205 ";"2003JJ00";"200";"0";"0";"201";"0.4";"0";"0";"0";"0";"1.1";"4.6";"0"
"884";"339205 ";"2004JJ00";"193";"0";"0";"194";"0.4";"0";"0";"0";"0";"1.4";"4.4";"0"
"885";"339205 ";"2005JJ00";"183";"0";"0";"183";"0.4";"0";"0";"0";"0";"1.2";"4.1";"0"
"886";"339205 ";"2006JJ00";"158";"0";"0";"159";"0.4";"0";"0";"0";"0";"1.2";"3.7";"0"
"887";"339205 ";"2007JJ00";"153";"0";"0";"153";"0.4";"0";"0";"0";"0";"0.8";"3.9";"0"
"888";"339205 ";"2008JJ00";"178";"0";"0";"179";"0.4";"0";"0";"0";"0";"1";"4.6";"0"
"889";"339205 ";"2009JJ00";"193";"0";"0";"195";"0.4";"0";"0";"0";"0";"1.5";"3.4";"0"
"890";"339205 ";"2010JJ00";"206";"0";"0";"208";"0.3";"0";"0";"0";"0";"1.6";"5.2";"0"
"891";"339205 ";"2011JJ00";"163";"0";"0";"164";"0.3";"0";"0";"0";"0";"1.9";"5.3";"0"
"892";"339205 ";"2012JJ00";"174";"0";"0";"176";"0.3";"0";"0";"0";"0";"2";"4.2";"0"
"893";"339205 ";"2013JJ00";"179";"0";"0";"181";"0.4";"0";"0";"0";"0";"2.5";"3.9";"0"
"894";"339205 ";"2014JJ00";"188";"0";"0";"190";"0.4";"0";"0";"0";"0";"2.4";"4.9";"0"
"895";"339205 ";"2015JJ00";"202";"0";"0";"204";"0.4";"0";"0";"0";"0";"2.4";"4.6";"0"
"896";"339205 ";"2016JJ00";"212";"0";"0";"215";"0.4";"0";"0";"0";"0";"2.4";"3.4";"0"
"897";"339205 ";"2017JJ00";"229";"0";"0";"231";"0.4";"0";"0";"0";"0";"2.5";"3.6";"0"
"898";"339205 ";"2018JJ00";"242";"0";"0";"245";"0.6";"0";"0";"0";"0";"2.5";"3.6";"0"
"899";"339205 ";"2019JJ00";"249";"0";"0";"252";"0.5";"0";"0";"0";"0";"2.5";"3.9";"0"
"900";"300023 ";"1990JJ00";"497";"0";"0.1";"499";"3.2";"0.3";"0";"0.1";"19.6";"5.3";"3.8";"0.4"
"901";"300023 ";"1991JJ00";"520";"0";"0.1";"523";"2.8";"0.3";"0";"0.1";"15.7";"5.8";"3.6";"0.3"
"902";"300023 ";"1992JJ00";"525";"0";"0.1";"528";"3.2";"0.3";"0";"0.1";"11.9";"6.3";"3.4";"0.3"
"903";"300023 ";"1993JJ00";"530";"0";"0.1";"533";"3.4";"0.3";"0";"0.1";"8.1";"6.6";"3.2";"0.3"
"904";"300023 ";"1994JJ00";"530";"0";"0.1";"533";"3";"0.3";"0";"0.1";"4.2";"6.9";"2.9";"0.2"
"905";"300023 ";"1995JJ00";"540";"0";"0.1";"543";"2.9";"0.2";"0";"0.1";"0.4";"7";"2.8";"0.2"
"906";"300023 ";"1996JJ00";"566";"0";"0.1";"569";"3";"0.2";"0";"0.1";"0.3";"7.7";"2.8";"0.2"
"907";"300023 ";"1997JJ00";"569";"0";"0.1";"572";"2.9";"0.1";"0";"0.1";"0.2";"8";"1.5";"0.2"
"908";"300023 ";"1998JJ00";"562";"0";"0.1";"566";"2.9";"0.1";"0";"0.1";"0.1";"7.6";"2.3";"0.2"
"909";"300023 ";"1999JJ00";"584";"0";"0.1";"588";"2.9";"0.1";"0";"0.1";"0";"7.6";"1.4";"0.2"
"910";"300023 ";"2000JJ00";"553";"0";"0.1";"556";"2.8";"0.1";"0";"0.1";"0";"6.7";"2";"0.2"
"911";"300023 ";"2001JJ00";"567";"0";"0.1";"570";"2.8";"0.1";"0";"0.1";"0.9";"6.7";"1.8";"0.2"
"912";"300023 ";"2002JJ00";"589";"0";"0.1";"593";"2.6";"0.1";"0";"0.1";"1";"7.1";"1.8";"0.2"
"913";"300023 ";"2003JJ00";"563";"0";"0.1";"566";"2.6";"0.1";"0";"0.1";"0";"6.7";"1.8";"0.2"
"914";"300023 ";"2004JJ00";"607";"0";"0.1";"611";"2.6";"0.1";"0";"0.1";"0";"8.1";"1.7";"0.2"
"915";"300023 ";"2005JJ00";"596";"0";"0.1";"600";"2.5";"0.1";"0";"0.1";"0";"7.9";"1.7";"0.2"
"916";"300023 ";"2006JJ00";"561";"0";"0.1";"566";"2.3";"0.1";"0";"0.1";"0";"7.9";"1.7";"0.1"
"917";"300023 ";"2007JJ00";"501";"0";"0.1";"505";"2.3";"0";"0";"0.1";"0";"4.9";"1.5";"0.1"
"918";"300023 ";"2008JJ00";"541";"0";"0.1";"547";"2.2";"0";"0";"0.1";"0";"5.6";"1.6";"0.1"
"919";"300023 ";"2009JJ00";"544";"0";"0.1";"551";"2.1";"0";"0";"0";"0";"9.7";"1.6";"0.1"
"920";"300023 ";"2010JJ00";"548";"0";"0.1";"555";"2";"0";"0";"0";"0";"9.8";"1.9";"0.1"
"921";"300023 ";"2011JJ00";"644";"0";"0.1";"651";"2.1";"0";"0";"0";"0";"9.7";"1.9";"0.1"
"922";"300023 ";"2012JJ00";"654";"0";"0.1";"661";"2.1";"0";"0";"0";"0";"8.6";"1.6";"0.1"
"923";"300023 ";"2013JJ00";"618";"0";"0.1";"625";"2.1";"0";"0";"0";"0";"7.8";"1.5";"0.1"
"924";"300023 ";"2014JJ00";"582";"0";"0.1";"589";"1.9";"0";"0";"0";"0";"7.2";"1.5";"0.1"
"925";"300023 ";"2015JJ00";"589";"0";"0.1";"596";"1.7";"0";"0";"0";"0";"7";"1.4";"0.1"
"926";"300023 ";"2016JJ00";"599";"0";"0.1";"606";"1.6";"0";"0";"0";"0";"7.2";"1.1";"0.1"
"927";"300023 ";"2017JJ00";"604";"0";"0.1";"612";"1.4";"0";"0";"0";"0";"7.1";"1.2";"0.1"
"928";"300023 ";"2018JJ00";"596";"0";"0.1";"604";"1.6";"0";"0";"0";"0";"7.1";"1.1";"0.1"
"929";"300023 ";"2019JJ00";"627";"0";"0.1";"635";"1.6";"0";"0";"0";"0";"7";"1.1";"0.1"
"930";"346600 ";"1990JJ00";"39538";"0.4";"1.5";"39689";"78.6";"44.2";"0";"3.1";"0";"8.3";"1.2";"1.5"
"931";"346600 ";"1991JJ00";"40028";"0.3";"1.8";"40177";"71.5";"34";"0";"2.6";"0";"9.1";"1.2";"1.3"
"932";"346600 ";"1992JJ00";"40573";"0.3";"1.9";"40723";"74.2";"29.2";"0";"2.5";"0";"9.8";"1.2";"1.2"
"933";"346600 ";"1993JJ00";"41829";"0.3";"2.1";"41981";"70.5";"22.8";"0";"2.2";"0";"10.4";"1.2";"1"
"934";"346600 ";"1994JJ00";"45666";"0.4";"2.2";"45834";"63.7";"16.1";"0";"1.9";"0";"11";"1.3";"0.8"
"935";"346600 ";"1995JJ00";"47864";"0.4";"2.3";"48042";"60.5";"16.4";"0";"1.8";"0";"11";"1.2";"0.6"
"936";"346600 ";"1996JJ00";"48390";"0.4";"2.6";"48571";"59.3";"18.5";"0";"1.9";"0";"16.9";"1.7";"0.6"
"937";"346600 ";"1997JJ00";"48576";"0.4";"2.7";"48755";"54.2";"11.9";"0";"1.5";"0";"19.9";"1.7";"0.5"
"938";"346600 ";"1998JJ00";"50399";"0.4";"2.8";"50586";"52.2";"10.5";"0";"1.5";"0";"15.1";"1.2";"0.6"
"939";"346600 ";"1999JJ00";"47473";"0.3";"2.9";"47646";"55.3";"11.6";"0";"1.6";"0";"20.8";"3.8";"0.5"
"940";"346600 ";"2000JJ00";"48941";"0.4";"3";"49128";"49.8";"14.8";"0";"1.5";"0";"17.9";"1.8";"0.4"
"941";"346600 ";"2001JJ00";"52912";"0.4";"3.2";"53118";"47.4";"15.5";"0";"1.5";"0";"16.6";"0.6";"0.4"
"942";"346600 ";"2002JJ00";"54370";"0.4";"3.4";"54587";"47.7";"13.7";"0";"1.5";"0";"17.7";"0.7";"0.6"
"943";"346600 ";"2003JJ00";"54821";"0.4";"3.3";"55034";"49.5";"13.9";"0.1";"1.5";"0";"18.7";"1";"0.5"
"944";"346600 ";"2004JJ00";"56636";"0.5";"3.7";"56865";"43.6";"10.6";"0.1";"1.3";"0";"12.6";"1.2";"0.5"
"945";"346600 ";"2005JJ00";"55185";"0.5";"4";"55434";"42.4";"9.8";"0.2";"1.2";"0";"12.3";"1";"0.5"
"946";"346600 ";"2006JJ00";"50799";"0.5";"3.8";"51032";"38.2";"9.6";"0";"1.1";"0";"10.1";"1.3";"0.4"
"947";"346600 ";"2007JJ00";"52638";"0.4";"3.5";"52859";"30.3";"8.6";"0";"0.9";"0";"6.8";"0.7";"0.3"
"948";"346600 ";"2008JJ00";"52362";"0.4";"3.6";"52578";"26";"6.1";"0.1";"0.8";"0";"7.5";"0.7";"0.3"
"949";"346600 ";"2009JJ00";"52987";"0.5";"3.9";"53219";"24.4";"6.1";"0";"0.7";"0";"8.4";"0.8";"0.4"
"950";"346600 ";"2010JJ00";"55684";"0.5";"4.2";"55928";"23.5";"6.4";"0";"0.7";"0";"8.6";"0.8";"0.3"
"951";"346600 ";"2011JJ00";"51228";"0.4";"3.9";"51453";"19.4";"6.4";"0";"0.6";"0";"6.9";"0.8";"0.1"
"952";"346600 ";"2012JJ00";"48177";"0.5";"3.3";"48396";"18.7";"7.9";"0";"0.7";"0";"8.6";"1.5";"0.1"
"953";"346600 ";"2013JJ00";"47309";"0.4";"3";"47512";"19.2";"9.2";"0";"0.7";"0";"8.6";"1.9";"0.2"
"954";"346600 ";"2014JJ00";"50339";"0.5";"2.8";"50547";"16.4";"8.4";"0";"0.6";"0";"7.3";"1.7";"0.3"
"955";"346600 ";"2015JJ00";"54770";"0.6";"3.4";"55022";"17.2";"8.4";"0.1";"0.6";"0";"7";"0.8";"0.4"
"956";"346600 ";"2016JJ00";"53770";"0.5";"3.5";"54014";"14.7";"5.8";"0.1";"0.5";"0";"7";"0.7";"0.3"
"957";"346600 ";"2017JJ00";"50072";"0.5";"3.3";"50292";"13.5";"4.1";"0.1";"0.4";"0";"6.8";"0.7";"0.2"
"958";"346600 ";"2018JJ00";"46495";"0.4";"3.3";"46699";"12.9";"3.8";"0.1";"0.4";"0";"7.1";"0.7";"0.2"
"959";"346600 ";"2019JJ00";"45440";"0.4";"4.1";"45653";"12.5";"2.4";"0.1";"0.4";"0";"7";"0.7";"0.1"
"960";"348000 ";"1990JJ00";"3124";"0.6";"2.7";"3368";"9.3";"4.6";"0";"0.3";"189.2";"5.3";"0.8";"1"
"961";"348000 ";"1991JJ00";"3236";"0.6";"3.1";"3491";"9.3";"4.2";"0.2";"0.3";"174.9";"4.9";"0.9";"0.9"
"962";"348000 ";"1992JJ00";"3150";"0.6";"4.1";"3441";"9.2";"3.8";"0.3";"0.3";"160.5";"4.5";"1";"0.7"
"963";"348000 ";"1993JJ00";"3514";"0.7";"5.3";"3860";"10.1";"1.7";"0.4";"0.3";"146.2";"4.1";"1.1";"0.6"
"964";"348000 ";"1994JJ00";"3379";"0.8";"6.6";"3772";"7.2";"1.2";"0.6";"0.2";"131.8";"3.6";"1.1";"0.4"
"965";"348000 ";"1995JJ00";"3686";"0.8";"7.7";"4118";"6";"0.8";"0.4";"0.2";"117.5";"3.1";"1.2";"0.3"
"966";"348000 ";"1996JJ00";"4535";"0.9";"8.2";"5003";"5.1";"0.6";"0.4";"0.2";"87.7";"3.5";"1.5";"0.2"
"967";"348000 ";"1997JJ00";"5304";"0.9";"8.3";"5780";"6";"0.4";"0.2";"0.2";"85.3";"3";"1.2";"0.2"
"968";"348000 ";"1998JJ00";"5575";"0.9";"7.8";"6034";"6";"0.4";"0.3";"0.2";"82.6";"3.1";"0.8";"0.2"
"969";"348000 ";"1999JJ00";"5816";"0.9";"7.9";"6271";"7.4";"0.4";"0.3";"0.2";"109.5";"2.6";"0.4";"0.1"
"970";"348000 ";"2000JJ00";"5891";"0.9";"8.1";"6351";"5.4";"0.2";"0.4";"0.1";"111";"2.9";"0.5";"0.1"
"971";"348000 ";"2001JJ00";"5754";"0.8";"7.9";"6203";"4.8";"0.2";"0.4";"0.1";"106.9";"2.6";"0.6";"0.1"
"972";"348000 ";"2002JJ00";"5973";"0.8";"7.9";"6421";"4.5";"0.1";"0.4";"0.1";"102.5";"2.5";"0.4";"0.1"
"973";"348000 ";"2003JJ00";"5972";"0.8";"7.6";"6407";"4.2";"0.1";"0.3";"0.1";"97.6";"2.5";"0.3";"0.1"
"974";"348000 ";"2004JJ00";"6309";"0.8";"7.8";"6752";"4.2";"0.2";"0.4";"0.1";"92.4";"2.8";"0.4";"0.1"
"975";"348000 ";"2005JJ00";"6228";"0.8";"8.1";"6682";"4.6";"0.2";"0.4";"0.1";"86.9";"2.9";"0.4";"0.1"
"976";"348000 ";"2006JJ00";"6437";"0.8";"7.8";"6875";"4.6";"0.3";"0.4";"0.1";"81.3";"3";"0.3";"0.2"
"977";"348000 ";"2007JJ00";"6777";"0.8";"7.7";"7215";"4.8";"0.3";"0.4";"0.1";"75.5";"2.4";"0.3";"0.1"
"978";"348000 ";"2008JJ00";"7653";"0.8";"7.5";"8085";"5.1";"0.3";"0.4";"0.1";"69.6";"2.9";"0.3";"0.1"
"979";"348000 ";"2009JJ00";"8415";"0.8";"5.1";"8792";"5.2";"0.3";"0.4";"0.1";"63.7";"3.6";"0.4";"0.1"
"980";"348000 ";"2010JJ00";"8392";"0.8";"4.9";"8754";"5.2";"0.4";"0.3";"0.1";"57.8";"4.3";"0.3";"0.1"
"981";"348000 ";"2011JJ00";"8973";"0.8";"4.9";"9341";"5.7";"0.4";"0.3";"0.2";"52.1";"4.4";"0.3";"0.1"
"982";"348000 ";"2012JJ00";"9283";"0.8";"5";"9655";"5.4";"0.3";"0.3";"0.1";"46.4";"4.6";"0.3";"0.1"
"983";"348000 ";"2013JJ00";"9536";"0.8";"5";"9902";"5.3";"0.3";"0.3";"0.1";"43.5";"3.9";"0.2";"0.1"
"984";"348000 ";"2014JJ00";"9554";"0.8";"4.9";"9919";"5.4";"0.3";"0.3";"0.1";"41.1";"4";"0.2";"0.1"
"985";"348000 ";"2015JJ00";"9602";"0.9";"4.9";"9983";"5.4";"0.3";"0.3";"0.1";"39";"4";"0.2";"0.1"
"986";"348000 ";"2016JJ00";"9856";"0.9";"5.3";"10259";"5.2";"0.4";"0.3";"0.1";"37.1";"4";"0.2";"0.1"
"987";"348000 ";"2017JJ00";"9738";"0.9";"5.4";"10145";"5.2";"0.3";"0.3";"0.1";"35.3";"4";"0.2";"0.1"
"988";"348000 ";"2018JJ00";"9446";"0.9";"5.5";"9851";"5";"0.4";"0.3";"0.1";"33.8";"3.9";"0.2";"0.1"
"989";"348000 ";"2019JJ00";"9443";"0.9";"5.5";"9848";"4.9";"0.4";"0.3";"0.1";"33.8";"3.9";"0.2";"0.1"
"990";"350000 ";"1990JJ00";"2660";"0";"0.4";"2673";"24.8";"2.6";"0";"0.6";"104.3";"24.9";"28.8";"4"
"991";"350000 ";"1991JJ00";"2774";"0";"0.3";"2788";"27.8";"2.6";"0";"0.7";"88.9";"23.3";"27.6";"3.9"
"992";"350000 ";"1992JJ00";"2746";"0";"0.3";"2760";"27.3";"2.6";"0";"0.7";"73.6";"22.3";"25.9";"3.7"
"993";"350000 ";"1993JJ00";"2988";"0";"0.3";"3004";"28.7";"2.9";"0";"0.7";"58.2";"22.3";"25";"3.7"
"994";"350000 ";"1994JJ00";"3123";"0";"0.3";"3139";"27.1";"2.6";"0";"0.7";"42.9";"20.4";"23.3";"3.5"
"995";"350000 ";"1995JJ00";"2999";"0";"0.3";"3165";"25.8";"2.5";"0";"0.6";"27.5";"18.8";"21.2";"3.2"
"996";"350000 ";"1996JJ00";"3202";"0";"0.3";"3404";"27.4";"2.5";"0";"0.7";"0";"18.2";"20.5";"3.3"
"997";"350000 ";"1997JJ00";"3131";"0";"0.2";"3347";"26.8";"2.1";"0";"0.7";"0";"17";"19.6";"3.2"
"998";"350000 ";"1998JJ00";"3224";"0";"0.2";"3452";"26.8";"2.2";"0";"0.7";"0";"16";"18.8";"3.1"
"999";"350000 ";"1999JJ00";"3274";"0";"0.2";"3411";"26.9";"2.2";"0.1";"0.7";"25";"15.4";"18.1";"3.1"
"1000";"350000 ";"2000JJ00";"3181";"0";"0.2";"3715";"25.5";"2";"0.1";"0.6";"25";"14.2";"17.8";"3.1"
"1001";"350000 ";"2001JJ00";"3411";"0";"0.2";"3718";"25.4";"1.8";"0.1";"0.6";"25";"14.6";"15";"3.2"
"1002";"350000 ";"2002JJ00";"3230";"0";"0.2";"3383";"23.7";"1.7";"0.1";"0.6";"25";"13.4";"14.2";"3"
"1003";"350000 ";"2003JJ00";"3190";"0";"0.2";"3333";"22.2";"1.4";"0.1";"0.5";"25";"12.3";"11.3";"2.8"
"1004";"350000 ";"2004JJ00";"3253";"0";"0.2";"3431";"21.9";"1.4";"0.1";"0.5";"25";"11.9";"9.2";"2.7"
"1005";"350000 ";"2005JJ00";"3275";"0";"0.2";"3407";"21.2";"1.4";"0.1";"0.5";"25";"11.7";"10.3";"2.7"
"1006";"350000 ";"2006JJ00";"3249";"0";"0.2";"3394";"20.2";"1.4";"0.1";"0.5";"25";"11.3";"9.5";"2.6"
